id,name,team,countablePlays,averagePPA.all,totalPPA.all,totalPPA.pass,totalPPA.rush,position,season
3922014,Bradan Smith,Charlotte,3,-0.424,-1.272,,-1.272,RB,2016
552760,Adam Kulon,Toledo,2,-0.42,-0.839,-0.839,,TE,2016
3918048,Dejonte O'Neal,Fresno State,23,-0.419,-9.638,-4.58,-5.057,RB,2016
3916389,Trey Smith,Louisville,11,-0.418,-4.593,,-4.593,RB,2016
3914916,Aaron Zwahlen,Hawai'i,16,-0.415,-6.646,-0.805,-5.84,QB,2016
530652,George Morris,Syracuse,3,-0.406,-1.217,,-1.217,RB,2016
3138684,Blake Hirsch,Houston,1,-0.406,-0.406,,-0.406,RB,2016
3923389,Jordan Reed,South Florida,3,-0.401,-1.204,-1.425,0.221,WR,2016
4036121,Toks Akinribade,Iowa,16,-0.401,-6.418,,-6.418,RB,2016
3115918,Austin Roberts,Illinois,2,-0.395,-0.79,-0.79,,TE,2016
4042111,Jaquarius Bargnare,UCF,13,-0.394,-5.119,-6.239,1.119,WR,2016
4040533,Jericho Worrell,Texas State,16,-0.385,-6.163,-0.641,-5.522,RB,2016
3914549,Kesean Strong,Old Dominion,14,-0.383,-5.361,-2.177,-3.184,RB,2016
545459,Nick Hart,Minnesota,2,-0.381,-0.762,-0.762,,TE,2016
4040529,Tyler Tutt,Texas State,13,-0.378,-4.912,-0.899,-4.012,RB,2016
3921953,Spencer Tears,Northern Illinois,4,-0.378,-1.511,-0.817,-0.694,WR,2016
4035170,Marquez Callaway,Tennessee,2,-0.376,-0.753,-0.753,,WR,2016
549632,Tearris Wallace,Memphis,7,-0.375,-2.628,,-2.628,RB,2016
4035896,Evan Fairs,Kansas,2,-0.37,-0.741,-0.741,,WR,2016
3858269,Ross Bowers,California,1,-0.368,-0.368,,-0.368,QB,2016
3915498,Jamil Sabbagh,Central Michigan,2,-0.368,-0.735,-0.735,,WR,2016
4038918,Justin Agner,Kent State,27,-0.368,-9.944,-9.218,-0.726,QB,2016
3124795,D'Andre Ferby,Western Kentucky,1,-0.353,-0.353,,-0.353,RB,2016
3125806,Chad Banschbach,Cincinnati,13,-0.351,-4.557,-1.326,-3.231,RB,2016
547164,Quinn Shanbour,North Texas,2,-0.35,-0.699,-0.212,-0.488,QB,2016
532479,Clayton Glasper,Northern Illinois,4,-0.347,-1.388,-2.103,0.714,WR,2016
4039482,Mitchell Brinkman,Northern Illinois,1,-0.346,-0.346,-0.346,,TE,2016
3919543,Kyle Kearns,Wake Forest,39,-0.345,-13.437,-13.437,,QB,2016
546477,Taijuan Thomas,Stanford,2,-0.345,-0.689,0.079,-0.768,WR,2016
545502,Zach Allen,Rutgers,24,-0.341,-8.192,-6.061,-2.131,QB,2016
3918645,Milton Revell,South Alabama,14,-0.337,-4.72,-1.869,-2.851,RB,2016
530369,Lamar Atkins,Louisville,1,-0.332,-0.332,,-0.332,FB,2016
3886621,Ty Storey,Arkansas,5,-0.33,-1.65,-1.65,,QB,2016
549993,Pat McFadden,Stanford,2,-0.33,-0.659,,-0.659,RB,2016
545222,Quay Mann,Duke,8,-0.328,-2.623,-2.083,-0.541,RB,2016
3124104,Devin Pike,Wake Forest,3,-0.327,-0.981,-0.981,,TE,2016
529506,Dante Shells,Liberty,13,-0.325,-4.225,-4.225,,WR,2016
3892774,Wyatt Schrepfer,Baylor,31,-0.324,-10.033,,-10.033,RB,2016
3133564,David Bouvier,Kentucky,3,-0.32,-0.959,-0.959,,WR,2016
545761,Tristan Cooper,Tulane,1,-0.316,-0.316,-0.316,,WR,2016
3914533,Justin Cooper,Old Dominion,2,-0.312,-0.624,,-0.624,TE,2016
547205,Damon Mitchell,Arkansas,7,-0.306,-2.142,,-2.142,WR,2016
3932962,Ethan Cortazzo,Utah State,2,-0.306,-0.612,-0.365,-0.247,WR,2016
3122919,Ja'Vonn Harrison,Florida State,1,-0.3,-0.3,-0.3,,WR,2016
552837,Shakur Nesmith,UMass,8,-0.296,-2.366,-2.366,,WR,2016
546734,Matt Alviti,Northwestern,5,-0.294,-1.469,-1.278,-0.191,QB,2016
546546,Josh Walker Smith,Tennessee,29,-0.292,-8.466,-5.516,-2.95,WR,2016
3917810,TaQuon Marshall,Georgia Tech,8,-0.289,-2.31,-2.772,0.462,QB,2016
4029885,Stephen Calvert,Liberty,28,-0.288,-8.07,-7.708,-0.362,QB,2016
4052234,Dee Fleming,Louisiana Tech,4,-0.287,-1.148,,-1.148,RB,2016
3932056,Tyreim Blake,Old Dominion,4,-0.286,-1.143,-1.143,,TE,2016
3126307,Jamari Fye,UCF,2,-0.286,-0.572,-0.572,,WR,2016
3116659,Charles Standberry,Louisville,8,-0.284,-2.275,-2.275,,TE,2016
3929902,Jarrett Burgess,Purdue,2,-0.282,-0.565,-0.565,,WR,2016
3129222,Collin Kilcrease,Southern Mississippi,3,-0.28,-0.84,,-0.84,TE,2016
4035748,Terence Stephens Jr.,Bowling Green,14,-0.276,-3.869,-2.596,-1.273,RB,2016
3122790,Darius Wade,Boston College,25,-0.274,-6.844,-6.835,-0.009,QB,2016
3128398,Orion Salters,Iowa State,1,-0.274,-0.274,-0.274,,WR,2016
3124971,Nick Jeanty,New Mexico State,12,-0.273,-3.274,-1.238,-2.036,QB,2016
3928932,Tony Nicholson,Baylor,2,-0.262,-0.524,-0.462,-0.062,WR,2016
554130,Michael Willett,UCF,5,-0.262,-1.31,,-1.31,RB,2016
548149,Jamari Smith,South Carolina,2,-0.261,-0.522,,-0.522,WR,2016
547217,Denzell Evans,Kansas,17,-0.26,-4.428,-0.328,-4.101,RB,2016
535548,Matt Johns,Virginia,68,-0.257,-17.471,-16.646,-0.825,QB,2016
3916372,J.T. Granato,Rice,26,-0.255,-6.618,-12.085,5.467,QB,2016
3919110,Daniel Parr,Florida Atlantic,41,-0.254,-10.415,-9.888,-0.528,QB,2016
4037605,Henri Murphy,Virginia Tech,7,-0.253,-1.772,-1.427,-0.345,WR,2016
535931,Kent Taylor,UTEP,13,-0.253,-3.285,-3.285,,TE,2016
4034768,Carlton Djam,Minnesota,7,-0.251,-1.757,,-1.757,RB,2016
530644,Alex Mut,South Florida,2,-0.249,-0.498,-0.498,,WR,2016
4035576,T.J. Hammonds,Arkansas,15,-0.246,-3.689,,-3.689,RB,2016
547303,Stephon Masha,Liberty,51,-0.246,-12.525,-11.919,-0.606,QB,2016
3126109,Brad Smith,Toledo,6,-0.246,-1.478,,-1.478,RB,2016
502429,Algernon Brown,BYU,18,-0.238,-4.281,3.633,-7.913,RB,2016
546141,De'Vonte Haggerty,Louisiana Monroe,3,-0.236,-0.707,-0.707,,WR,2016
546444,Ellis Jefferson,Arizona State,4,-0.231,-0.923,-0.923,,WR,2016
3921932,Aaron McLean,Connecticut,6,-0.231,-1.386,-1.386,,TE,2016
3120057,Chris Montgomery,Charlotte,9,-0.23,-2.067,-4.807,2.74,WR,2016
4035558,Sam Harms,Iowa State,4,-0.229,-0.914,-0.914,,TE,2016
3122106,Keyon Dilosa,Missouri,2,-0.226,-0.452,-0.452,,WR,2016
551918,Lee McNeill,Charlotte,7,-0.221,-1.546,-1.781,0.235,QB,2016
3892800,Austin Moses,Kansas,1,-0.221,-0.221,-0.221,,WR,2016
3121413,Johnnie Dixon,Ohio State,9,-0.218,-1.964,-4.725,2.762,WR,2016
535604,Akeel Lynch,Nevada,8,-0.214,-1.71,,-1.71,RB,2016
4040867,Beau Bisharat,Colorado,19,-0.214,-4.073,-0.488,-3.585,TE,2016
4045298,Tyler Natee,Indiana,63,-0.212,-13.333,-4.228,-9.105,RB,2016
3120511,Taylor Woods,James Madison,7,-0.211,-1.479,1.182,-2.661,RB,2016
3126185,Kaliq Kokuma,Houston,4,-0.21,-0.838,,-0.838,RB,2016
4042803,Conor Blount,Oregon State,59,-0.207,-12.213,-20.045,7.833,QB,2016
3870490,Chris Chugunov,West Virginia,5,-0.204,-1.022,-1.022,,QB,2016
3931401,Cameron Scarlett,Stanford,38,-0.202,-7.684,,-7.684,RB,2016
4046720,Prescott Line,Michigan State,8,-0.202,-1.613,-0.24,-1.373,FB,2016
3129416,Craig Scott,Navy,2,-0.195,-0.389,-0.389,,WR,2016
4045294,Cole Gest,Indiana,11,-0.194,-2.134,-0.502,-1.632,RB,2016
3139422,Donquell Green,Marshall,5,-0.194,-0.972,-0.972,,WR,2016
3921916,Garrett Anderson,Connecticut,20,-0.192,-3.836,-4.62,0.784,QB,2016
3134305,Nate Starks,UCLA,98,-0.192,-18.788,-6.072,-12.716,RB,2016
4040497,Tyrone Nelson,UTEP,11,-0.192,-2.107,0.929,-3.035,RB,2016
3915880,Terry Juniel,UTEP,19,-0.19,-3.617,-3.403,-0.214,WR,2016
3918243,Markis McCray,Louisiana Monroe,15,-0.188,-2.821,-4.628,1.807,WR,2016
4044099,Donovan Williams,Connecticut,108,-0.186,-20.073,-21.233,1.16,TE,2016
3914446,Ruben Garnett,Middle Tennessee,24,-0.184,-4.411,-1.225,-3.187,WR,2016
547433,Ryan Wolpin,Boise State,13,-0.183,-2.376,,-2.376,RB,2016
3122799,Jon Hilliman,Boston College,183,-0.181,-33.173,-0.665,-32.508,RB,2016
4035403,Denzel Mims,Baylor,7,-0.179,-1.255,-1.255,,WR,2016
3931434,Branden Leon,Arizona,8,-0.175,-1.4,,-1.4,RB,2016
4040641,Johnathan Brantley,Tulane,66,-0.172,-11.329,-11.916,0.586,QB,2016
550459,Caleb Woodward,Texas Tech,1,-0.172,-0.172,,-0.172,RB,2016
4036583,Duke Carter IV,Louisiana Monroe,99,-0.171,-16.893,-0.118,-16.774,RB,2016
559656,Dontavian Lee,Mississippi State,9,-0.171,-1.536,-0.63,-0.906,RB,2016
546537,Ryan Jenkins,Arizona State,3,-0.167,-0.5,-0.5,,WR,2016
550313,David Ajamu,Washington,1,-0.166,-0.166,-0.166,,TE,2016
520574,Colby Hansen,BYU,4,-0.164,-0.658,,-0.658,RB,2016
3932461,Griffin Carter,Duke,1,-0.164,-0.164,,-0.164,RB,2016
534240,Shaun Wick,Wyoming,84,-0.161,-13.496,3.001,-16.497,RB,2016
3917614,Caleb Reams,Illinois,5,-0.161,-0.806,-0.806,,WR,2016
3931793,Delvin Weems,Marshall,2,-0.16,-0.32,,-0.32,RB,2016
533188,Jarred Gipson,Nevada,22,-0.16,-3.526,-3.526,,TE,2016
4033797,Trey Sneed,Rutgers,18,-0.159,-2.87,-0.204,-2.666,RB,2016
4035395,Preston Heard,Baylor,5,-0.158,-0.788,-0.926,0.139,QB,2016
3125401,Nico Evans,Wyoming,12,-0.158,-1.894,3.002,-4.896,RB,2016
545762,Sherman Badie,Tulane,46,-0.158,-7.251,-1.247,-6.003,RB,2016
559751,Brandon Harris,LSU,29,-0.157,-4.559,-2.242,-2.317,QB,2016
4040097,Carlos Robinson II,South Alabama,1,-0.157,-0.157,,-0.157,RB,2016
3914568,Corbin White,UT San Antonio,3,-0.157,-0.472,-0.341,-0.131,RB,2016
3116145,Solomon Vault,Northwestern,46,-0.156,-7.162,-0.067,-7.095,WR,2016
3919104,Kerrith Whyte Jr.,Florida Atlantic,50,-0.155,-7.746,-0.898,-6.847,RB,2016
3122891,J'Vonte Herrod,Middle Tennessee,8,-0.155,-1.238,-0.285,-0.953,RB,2016
553842,Najee Bissoon,Oklahoma,1,-0.154,-0.154,,-0.154,RB,2016
3147876,Logan Moragne,Arkansas State,10,-0.153,-1.533,1.088,-2.62,RB,2016
546690,Josh Marriner,Old Dominion,25,-0.152,-3.804,-1.68,-2.124,RB,2016
4059532,Vinny Emanuele,Ohio,10,-0.15,-1.504,0.71,-2.215,RB,2016
3129259,Demarcus Kirk,Georgia State,36,-0.15,-5.385,-0.084,-5.302,RB,2016
3917581,Jordan Wright,Louisiana,64,-0.149,-9.519,-0.022,-9.498,RB,2016
4040658,D.J. Owens,Tulane,6,-0.148,-0.886,-0.886,,WR,2016
545284,Austin Wilson,Syracuse,28,-0.147,-4.111,-1.623,-2.488,QB,2016
4038521,Hussein Howe,East Carolina,3,-0.143,-0.43,,-0.43,RB,2016
530299,Sean Maguire,Florida State,13,-0.141,-1.83,-1.83,,QB,2016
3914541,Gemonta Jackson,Old Dominion,13,-0.14,-1.822,,-1.822,RB,2016
546086,Tyler White,Illinois,7,-0.14,-0.982,-0.982,,TE,2016
4036542,Darius Stubbs,Georgia State,43,-0.139,-5.996,-1.32,-4.676,RB,2016
535298,Barry Sanders,Oklahoma State,44,-0.139,-6.122,-3.621,-2.501,RB,2016
547302,Todd Macon,Liberty,16,-0.138,-2.202,0.525,-2.728,RB,2016
3917168,Darveon Brown,Arkansas State,2,-0.137,-0.274,-0.831,0.556,WR,2016
3915757,Josh Crawford,Vanderbilt,16,-0.134,-2.143,-1.616,-0.527,RB,2016
3917292,Justin Johnson,Mississippi State,11,-0.132,-1.45,-1.45,,TE,2016
535945,Josh Anderson,Notre Dame,1,-0.132,-0.132,,-0.132,RB,2016
3916817,Christian Drake,Army,8,-0.128,-1.023,-0.356,-0.667,RB,2016
4035820,Jalen Starks,UCLA,23,-0.127,-2.932,,-2.932,RB,2016
546051,Elijah Wellman,West Virginia,16,-0.124,-1.989,-0.038,-1.952,TE,2016
3728240,Kelly Bryant,Clemson,21,-0.124,-2.605,0.499,-3.104,QB,2016
3134012,Nick Wilson,Arizona,40,-0.124,-4.954,-0.888,-4.066,RB,2016
3128413,Darrel Colbert Jr.,SMU,19,-0.122,-2.323,-3.666,1.343,QB,2016
3126243,Glen Cuiellette,Tulane,353,-0.117,-41.189,-25.383,-15.807,QB,2016
3125835,Alec Hullibarger,Eastern Michigan,3,-0.116,-0.347,,-0.347,RB,2016
550592,Dontel James,Fresno State,213,-0.115,-24.566,-3.001,-21.565,RB,2016
535582,Nick Tompkins,Michigan State,3,-0.114,-0.342,,-0.342,RB,2016
4042110,Jawon Hamilton,UCF,146,-0.114,-16.648,-5.382,-11.266,RB,2016
4039493,Desmond Phillips,Toledo,2,-0.111,-0.221,-0.221,,WR,2016
3915879,Kavika Johnson,UTEP,61,-0.109,-6.667,-10.116,3.449,WR,2016
4039284,Terry Mark,Houston,4,-0.109,-0.434,-0.306,-0.128,WR,2016
3912196,Trai Sharp,James Madison,6,-0.108,-0.65,1.678,-2.328,RB,2016
3928918,Zack Bennema,Baylor,1,-0.105,-0.105,-0.105,,QB,2016
551185,Pete DiNovo,UCF,1,-0.105,-0.105,-0.105,,QB,2016
4035628,Keith Gavin,Florida State,2,-0.105,-0.21,-0.21,,WR,2016
3912571,Kyle Fulks,Utah,13,-0.104,-1.353,-0.262,-1.091,WR,2016
3929944,Deshawn McClease,Virginia Tech,8,-0.1,-0.803,,-0.803,RB,2016
4037125,Moe Neal,Syracuse,74,-0.096,-7.119,-3.762,-3.356,RB,2016
548432,Bill Cecil,Appalachian State,1,-0.095,-0.095,-0.095,,TE,2016
552097,Anu Solomon,Arizona,39,-0.095,-3.688,-2.186,-1.502,QB,2016
3116417,Foster Sawyer,TCU,69,-0.095,-6.589,-6.116,-0.473,QB,2016
3128748,D.K. Buford,Ole Miss,10,-0.094,-0.94,,-0.94,RB,2016
3128681,Connor McPherson,Arkansas,2,-0.094,-0.188,,-0.188,RB,2016
534242,Wes Brown,Maryland,39,-0.091,-3.537,10.34,-13.878,RB,2016
4040508,Quadraiz Wadley,UTEP,47,-0.09,-4.223,-1.635,-2.588,RB,2016
531801,James Knapke,Bowling Green,134,-0.089,-11.86,-15.588,3.728,QB,2016
3915270,Myles Washington,Kent State,26,-0.089,-2.323,3.234,-5.557,RB,2016
4034837,Tre Bryant,Nebraska,51,-0.089,-4.563,0.352,-4.915,RB,2016
4049769,Anthony Wyche,North Texas,25,-0.088,-2.188,1.575,-3.764,RB,2016
4036431,Darrynton Evans,Appalachian State,55,-0.085,-4.689,-0.395,-4.294,RB,2016
3919540,Rocky Reid,Wake Forest,22,-0.084,-1.845,,-1.845,RB,2016
3930284,Paul Lucas,Oregon State,42,-0.082,-3.45,5.042,-8.492,WR,2016
3929778,Devonte Williams,Indiana,54,-0.081,-4.392,2.916,-7.308,RB,2016
3126286,Bishop Louie,Tulsa,5,-0.081,-0.405,-0.405,,WR,2016
3127262,Squally Canada,BYU,76,-0.08,-6.074,-2.974,-3.101,RB,2016
549892,Tanner Schorp,Texas A&M,1,-0.08,-0.08,-0.08,,TE,2016
4035884,Maciah Long,Kansas,2,-0.078,-0.155,,-0.155,TE,2016
3125361,LaJuan Hunt,Utah State,52,-0.075,-3.887,0.082,-3.969,RB,2016
3914331,Sekai Lindsay,UMass,40,-0.074,-2.958,-3.179,0.22,RB,2016
3122842,Adam Choice,Clemson,51,-0.074,-3.761,2.114,-5.876,RB,2016
546714,Derrick Green,TCU,40,-0.073,-2.935,-1.679,-1.255,RB,2016
545595,Kevin Gladney,Akron,4,-0.072,-0.289,-0.289,,WR,2016
3864113,Brandon Singleton,California,26,-0.072,-1.866,-1.866,,WR,2016
3916451,Dontae Strickland,Syracuse,191,-0.07,-13.367,11.73,-25.097,RB,2016
536499,Darrion Pollard,Rice,14,-0.069,-0.97,0.526,-1.496,WR,2016
531356,Brandon Holloway,Mississippi State,68,-0.068,-4.621,1.175,-5.796,RB,2016
3125260,Deonta Moore,South Alabama,28,-0.068,-1.903,0.317,-2.22,RB,2016
3122916,J.J. Cosentino,Florida State,11,-0.068,-0.748,-0.652,-0.097,QB,2016
550050,Kevin Olsen,Charlotte,156,-0.067,-10.435,-8.193,-2.241,QB,2016
3124547,Kyle Riddering,Fresno State,10,-0.062,-0.622,-0.622,,TE,2016
559716,Jalen Hurd,Tennessee,136,-0.062,-8.391,1.46,-9.85,RB,2016
4040826,Drew Anderson,Buffalo,1,-0.062,-0.062,-0.062,,QB,2016
3127369,Josh Hicks,Rutgers,47,-0.06,-2.807,-0.937,-1.87,RB,2016
549314,Matt Breida,Georgia Southern,182,-0.059,-10.709,1.552,-12.261,RB,2016
3894850,Adrian Falconer,Iowa,1,-0.057,-0.057,-0.057,,WR,2016
4039294,Mulbah Car,Houston,53,-0.057,-2.995,1.991,-4.986,RB,2016
4033801,Tre Nation,Illinois,11,-0.056,-0.615,,-0.615,RB,2016
4046527,Nate Johnson,Michigan,1,-0.055,-0.055,-0.055,,WR,2016
3122802,Richard Wilson,Boston College,40,-0.053,-2.122,,-2.122,RB,2016
534328,Caleb Rowe,Maryland,45,-0.053,-2.379,1.094,-3.472,QB,2016
3910404,Frankie Hickson,Liberty,12,-0.05,-0.603,-0.902,0.299,RB,2016
4036215,Max Bortenschlager,Maryland,45,-0.048,-2.174,-0.926,-1.249,QB,2016
3122553,Tyrell Johnson,Arizona,31,-0.047,-1.46,-2.492,1.032,WR,2016
4038713,Trevon Sands,South Florida,8,-0.047,-0.373,,-0.373,RB,2016
3125112,Duke Catalon,Houston,193,-0.047,-9.106,14.655,-23.762,RB,2016
3932887,Jahray Hayes,Central Michigan,161,-0.045,-7.223,-3.182,-4.042,RB,2016
3123652,Josh Boyd,Appalachian State,7,-0.042,-0.297,,-0.297,RB,2016
3922148,Tyler Siudzinski,Texas State,71,-0.04,-2.852,1.763,-4.615,RB,2016
531755,Nick Patti,UCF,34,-0.04,-1.372,-0.716,-0.657,QB,2016
545580,Keith Towbridge,Louisville,5,-0.037,-0.184,-0.184,,TE,2016
3701017,Reggie Gallaspy II,NC State,54,-0.036,-1.958,0.857,-2.815,RB,2016
546607,Gabe Myles,Mississippi State,15,-0.035,-0.529,-0.529,,WR,2016
3128654,Gabe Hill,Troy,1,-0.034,-0.034,-0.034,,TE,2016
3914184,Shawn Furlow,East Carolina,6,-0.034,-0.204,-0.926,0.722,RB,2016
3921685,Josh Love,San José State,73,-0.033,-2.428,2.386,-4.813,QB,2016
3728241,Tucker Israel,Clemson,5,-0.032,-0.162,0.422,-0.584,QB,2016
3915284,Johnny Woods,Kent State,5,-0.032,-0.162,-0.162,,WR,2016
3895788,Darrin Hall,Pittsburgh,41,-0.031,-1.264,0.574,-1.838,RB,2016
4040967,B.J. Emmons,Alabama,37,-0.031,-1.16,1.208,-2.368,RB,2016
3932306,Orion Prescott,UTEP,2,-0.03,-0.061,,-0.061,RB,2016
549217,Brandon Ravenel,James Madison,6,-0.029,-0.173,-0.173,,WR,2016
4040790,Jason Huntley,New Mexico State,44,-0.028,-1.236,-1.246,0.01,RB,2016
3918231,Will Collins,Louisiana Monroe,79,-0.028,-2.188,-11.317,9.129,QB,2016
3122166,Dallas Rivers,Vanderbilt,23,-0.027,-0.612,-0.069,-0.543,RB,2016
3944775,Kainoa Wilson,Washington State,1,-0.027,-0.027,-0.027,,WR,2016
3125902,Ron Johnson,Connecticut,89,-0.024,-2.163,-1.268,-0.895,RB,2016
3116775,Marshawn Williams,Virginia Tech,60,-0.023,-1.363,-0.981,-0.382,RB,2016
